지역,대학명,계열,학과명
대구,DGIST,자연,융복합대학(기초학부)
광주,GIST,자연,기초교육학부
대전,KAIST,자연,전학부
서울,KC대,인문,G2빅데이터경영학과
서울,KC대,자연,간호학과
서울,KC대,인문,사회복지학과
서울,KC대,인문,상담심리학과
서울,KC대,자연,식품영양학과
서울,KC대,인문,신학과
서울,KC대,예체,음악콘텐츠학과
울산,UNIST,자연,경영계열
울산,UNIST,자연,이공계열
경남,가야대,자연,간호학과
경남,가야대,인문,경찰행정학과
경남,가야대,예체,귀금속주얼리학과
경남,가야대,자연,물리치료학과
경남,가야대,자연,방사선학과
경남,가야대,인문,사회복지재활학부
경남,가야대,자연,스포츠재활복지학과
경남,가야대,자연,안경광학과
경기,가천대(글로벌),자연,AI소프트웨어학부(소프트웨어전공)
경기,가천대(글로벌),자연,AI소프트웨어학부(인공지능전공)
경기,가천대(글로벌),자연,건축학부
경기,가천대(글로벌),인문,경영학과
경기,가천대(글로벌),인문,경영학부(경영학전공)
경기,가천대(글로벌),인문,경영학부(글로벌경영학전공)
경기,가천대(글로벌),인문,경제학과
경기,가천대(글로벌),인문,경찰안보학과
경기,가천대(글로벌),인문,관광경영학과
경기,가천대(글로벌),인문,금융수학과
경기,가천대(글로벌),자연,기계공학과
경기,가천대(글로벌),자연,도시계획조경학부
경기,가천대(글로벌),인문,동양어문학과
경기,가천대(글로벌),자연,물리학과
경기,가천대(글로벌),인문,미디어커뮤니케이션학과
경기,가천대(글로벌),예체,미술디자인학부(디자인)
경기,가천대(글로벌),인문,미술디자인학부(패션디자인)
경기,가천대(글로벌),예체,미술디자인학부(회화조소)
경기,가천대(글로벌),자연,바이오나노학과
경기,가천대(글로벌),인문,법학과
경기,가천대(글로벌),인문,사회복지학과
경기,가천대(글로벌),자연,산업경영공학과
경기,가천대(글로벌),자연,생명과학과
경기,가천대(글로벌),자연,설비소방공학과
경기,가천대(글로벌),예체,시각디자인학과
경기,가천대(글로벌),자연,식품생물공학과
경기,가천대(글로벌),자연,식품영양학과
경기,가천대(글로벌),자연,신소재공학과
경기,가천대(글로벌),인문,심리학과
경기,가천대(글로벌),예체,연기예술학과
경기,가천대(글로벌),인문,영미어문학과
경기,가천대(글로벌),인문,유럽어문학과
경기,가천대(글로벌),인문,유아교육학과
경기,가천대(글로벌),예체,음악학부(기악)
경기,가천대(글로벌),예체,음악학부(성악)
경기,가천대(글로벌),예체,음악학부(작곡)
경기,가천대(글로벌),인문,응용통계학과
경기,가천대(글로벌),인문,의료경영학과
경기,가천대(글로벌),인문,자유전공학부
경기,가천대(글로벌),자연,전기공학과
경기,가천대(글로벌),자연,전자공학과
경기,가천대(글로벌),예체,체육학부(체육)
경기,가천대(글로벌),예체,체육학부(태권도)
경기,가천대(글로벌),자연,컴퓨터공학과
경기,가천대(글로벌),자연,컴퓨터공학과(인문)
경기,가천대(글로벌),자연,컴퓨터공학과(자연)
경기,가천대(글로벌),자연,토목환경공학과
경기,가천대(글로벌),인문,한국어문학과
경기,가천대(글로벌),자연,한의예과
경기,가천대(글로벌),인문,행정학과
경기,가천대(글로벌),자연,화공생명공학과
경기,가천대(글로벌),자연,화학과
인천,가천대(메디컬),자연,간호학과
인천,가천대(메디컬),자연,간호학과(인문)
인천,가천대(메디컬),자연,간호학과(자연)
인천,가천대(메디컬),자연,물리치료학과
인천,가천대(메디컬),자연,방사선학과
인천,가천대(메디컬),자연,운동재활복지학과
인천,가천대(메디컬),자연,응급구조학과
인천,가천대(메디컬),자연,의예과
인천,가천대(메디컬),자연,의용생체공학과
인천,가천대(메디컬),자연,치위생학과
강원,가톨릭관동대,예체,CG디자인전공
강원,가톨릭관동대,자연,간호학과
강원,가톨릭관동대,자연,건축학부
강원,가톨릭관동대,예체,경기지도학전공
강원,가톨릭관동대,인문,경영학과
강원,가톨릭관동대,인문,경찰행정학전공
강원,가톨릭관동대,인문,공공행정학전공
강원,가톨릭관동대,인문,관광경영학전공
강원,가톨릭관동대,인문,광고홍보전공
강원,가톨릭관동대,인문,국어교육과
강원,가톨릭관동대,자연,무인항공학과
강원,가톨릭관동대,자연,바이오융합공학과
강원,가톨릭관동대,예체,방송연예전공
강원,가톨릭관동대,예체,뷰티디자인전공
강원,가톨릭관동대,인문,사회복지학과
강원,가톨릭관동대,자연,소프트웨어학과
강원,가톨릭관동대,자연,수학교육과
강원,가톨릭관동대,예체,스포츠건강관리학전공
강원,가톨릭관동대,예체,스포츠레저학전공
강원,가톨릭관동대,자연,안경광학과
강원,가톨릭관동대,인문,역사교육과
강원,가톨릭관동대,인문,영어교육과
강원,가톨릭관동대,자연,의료IT학과
강원,가톨릭관동대,인문,의료경영학과
강원,가톨릭관동대,자연,의료공학과
강원,가톨릭관동대,자연,의생명과학과
강원,가톨릭관동대,자연,의학과
강원,가톨릭관동대,자연,임상병리학과
강원,가톨릭관동대,자연,전자공학과
강원,가톨릭관동대,인문,조리외식경영학전공
강원,가톨릭관동대,인문,지리교육과
강원,가톨릭관동대,인문,창업지식재산학과
강원,가톨릭관동대,예체,체육교육과
강원,가톨릭관동대,자연,치위생학과
강원,가톨릭관동대,자연,컴퓨터교육과
강원,가톨릭관동대,인문,콘텐츠제작전공
강원,가톨릭관동대,자연,토목공학과
강원,가톨릭관동대,인문,항공경영물류학과
강원,가톨릭관동대,인문,항공운항서비스학과
강원,가톨릭관동대,자연,항공운항학과
강원,가톨릭관동대,자연,항공정비학과
강원,가톨릭관동대,인문,호텔경영학전공
서울,가톨릭대(성신),인문,신학과
경기,가톨릭대(성심),인문,경영학과
경기,가톨릭대(성심),인문,경제학과
경기,가톨릭대(성심),인문,국사학과
경기,가톨릭대(성심),인문,국어국문학과
경기,가톨릭대(성심),인문,국제학부
경기,가톨릭대(성심),자연,물리학과
경기,가톨릭대(성심),자연,미디어기술콘텐츠학과
경기,가톨릭대(성심),자연,바이오메디컬화학공학과
경기,가톨릭대(성심),자연,바이오융합공학계열
경기,가톨릭대(성심),인문,법학과
경기,가톨릭대(성심),인문,사회복지학과
경기,가톨릭대(성심),인문,사회학과
경기,가톨릭대(성심),자연,소비자주거학과
경기,가톨릭대(성심),자연,수학과
경기,가톨릭대(성심),자연,식품영양학과
경기,가톨릭대(성심),인문,심리학과
경기,가톨릭대(성심),자연,아동학과
경기,가톨릭대(성심),인문,영어영문학부
경기,가톨릭대(성심),자연,의류학과
경기,가톨릭대(성심),인문,일어일본문화학과
경기,가톨릭대(성심),자연,정보통신전자공학부
경기,가톨릭대(성심),인문,중국언어문화학과
경기,가톨릭대(성심),인문,철학과
경기,가톨릭대(성심),자연,컴퓨터정보공학부
경기,가톨릭대(성심),인문,특수교육과
경기,가톨릭대(성심),인문,프랑스어문화학과
경기,가톨릭대(성심),인문,행정학과
경기,가톨릭대(성심),자연,화학과
경기,가톨릭대(성심),인문,회계학과
서울,가톨릭대(성의),자연,간호학과
서울,가톨릭대(성의),인문,간호학과
서울,가톨릭대(성의),자연,간호학과(인문)
서울,가톨릭대(성의),자연,간호학과(자연)
서울,가톨릭대(성의),자연,의예과
서울,감리교신학대,인문,신학부
경기,강남대,자연,IoT전자공학과
경기,강남대,인문,경제세무학과
경기,강남대,인문,경제세무학과(야)
경기,강남대,인문,공공인재학과
경기,강남대,인문,공공인재학과(야)
경기,강남대,인문,교육학과
경기,강남대,인문,글로벌경영학부
경기,강남대,인문,글로벌경영학부(야)
경기,강남대,인문,글로벌학부
경기,강남대,인문,기독교학과
경기,강남대,예체,복지융합인재학부(미술문화복지전공)
경기,강남대,예체,복지융합인재학부(스포츠복지전공)
경기,강남대,예체,복지융합인재학부(유니버설비주얼디자인전공)
경기,강남대,자연,부동산건설학부
경기,강남대,인문,사회복지학부
경기,강남대,인문,사회복지학부(야)
경기,강남대,자연,산업데이터사이언스학부
경기,강남대,자연,소프트웨어응용학부
경기,강남대,인문,실버산업학과
경기,강남대,인문,유아교육과
경기,강남대,인문,융합자유전공학부(야)
경기,강남대,예체,음악학과(관현악)
경기,강남대,예체,음악학과(성악)
경기,강남대,예체,음악학과(피아노)
경기,강남대,인문,중등특수교육과
경기,강남대,인문,초등특수교육과
경기,강남대,인문,한영문화콘텐츠학과
강원,강릉원주대(강릉),인문,경영학과
강원,강릉원주대(강릉),인문,경제학과
강원,강릉원주대(강릉),인문,관광경영학과
강원,강릉원주대(강릉),인문,국어국문학과
강원,강릉원주대(강릉),인문,국제통상학과
강원,강릉원주대(강릉),자연,대기환경과학과
강원,강릉원주대(강릉),인문,도시계획부동산학과
강원,강릉원주대(강릉),인문,독어독문학과
강원,강릉원주대(강릉),인문,무역학과
강원,강릉원주대(강릉),자연,물리학과
강원,강릉원주대(강릉),인문,법학과
강원,강릉원주대(강릉),인문,사학과
강원,강릉원주대(강릉),자연,생명화학공학과
강원,강릉원주대(강릉),자연,생물학과
강원,강릉원주대(강릉),자연,세라믹신소재공학과
강원,강릉원주대(강릉),자연,수학과
강원,강릉원주대(강릉),자연,식물생명과학과
강원,강릉원주대(강릉),자연,식품가공유통학과
강원,강릉원주대(강릉),자연,식품영양학과
강원,강릉원주대(강릉),자연,신소재금속공학과
강원,강릉원주대(강릉),인문,영어영문학과
강원,강릉원주대(강릉),인문,일본학과
강원,강릉원주대(강릉),인문,자치행정학과
강원,강릉원주대(강릉),자연,전자공학과
강원,강릉원주대(강릉),자연,정보통계학과
강원,강릉원주대(강릉),예체,조형예술디자인학과(미술)
강원,강릉원주대(강릉),예체,조형예술디자인학과(섬유디자인)
강원,강릉원주대(강릉),인문,중어중문학과
강원,강릉원주대(강릉),인문,철학과
강원,강릉원주대(강릉),예체,체육학과
강원,강릉원주대(강릉),자연,치위생학과
강원,강릉원주대(강릉),자연,치의예과
강원,강릉원주대(강릉),자연,토목공학과
강원,강릉원주대(강릉),예체,패션디자인학과
강원,강릉원주대(강릉),자연,해양분자생명과학과
강원,강릉원주대(강릉),자연,해양생물공학과
강원,강릉원주대(강릉),자연,해양식품공학과
강원,강릉원주대(강릉),자연,해양자원육성학과
강원,강릉원주대(강릉),자연,화학신소재학과
강원,강릉원주대(강릉),자연,환경조경학과
강원,강릉원주대(강릉),인문,회계학과
강원,강릉원주대(원주),자연,간호학과
강원,강릉원주대(원주),자연,기계공학과
강원,강릉원주대(원주),인문,다문화학과
강원,강릉원주대(원주),자연,멀티미디어공학과
강원,강릉원주대(원주),인문,사회복지학과
강원,강릉원주대(원주),자연,산업경영공학과
강원,강릉원주대(원주),인문,유아교육과
강원,강릉원주대(원주),자연,자동차공학과
강원,강릉원주대(원주),자연,전기공학과
강원,강릉원주대(원주),자연,정보통신공학과
강원,강릉원주대(원주),자연,컴퓨터공학과
강원,강원대(도계),자연,간호학과
강원,강원대(도계),인문,관광학과
강원,강원대(도계),자연,물리치료학과
강원,강원대(도계),자연,방사선학과
강원,강원대(도계),인문,사회복지학과
강원,강원대(도계),자연,생약자원개발학과
강원,강원대(도계),자연,소방방재학부
강원,강원대(도계),자연,식품영양학과
강원,강원대(도계),자연,안경광학과
강원,강원대(도계),예체,연극영화학과
강원,강원대(도계),인문,유아교육과
강원,강원대(도계),자연,응급구조학과
강원,강원대(도계),인문,일본어학과
강원,강원대(도계),인문,자유전공학부(인문사회)
강원,강원대(도계),자연,자유전공학부(자연)
강원,강원대(도계),자연,작업치료학과
강원,강원대(도계),자연,치위생학과
강원,강원대(삼척),자연,건설융합학부
강원,강원대(삼척),인문,글로벌인재학부
강원,강원대(삼척),자연,기계시스템공학부
강원,강원대(삼척),예체,레저스포츠학과
강원,강원대(삼척),예체,멀티디자인학과
강원,강원대(삼척),예체,생활조형디자인학과
강원,강원대(삼척),자연,소프트웨어미디어산업공학부
강원,강원대(삼척),예체,스포츠레져학과
강원,강원대(삼척),자연,신소재공학과
강원,강원대(삼척),자연,에너지공학부
강원,강원대(삼척),자연,전기제어계측공학부
강원,강원대(삼척),자연,전자정보통신공학부
강원,강원대(삼척),자연,지구환경시스템공학과
강원,강원대(춘천),인문,간호학과(인문)
강원,강원대(춘천),자연,간호학과(자연)
강원,강원대(춘천),자연,건축토목환경공학부
강원,강원대(춘천),자연,건축학과(5년)
강원,강원대(춘천),인문,경영회계학부
강원,강원대(춘천),인문,경제정보통계학부
강원,강원대(춘천),자연,과학교육학부
강원,강원대(춘천),인문,관광경영학과
강원,강원대(춘천),인문,국어교육과
강원,강원대(춘천),인문,국제무역학과
강원,강원대(춘천),자연,기계의용메카트로닉스재료공학부
강원,강원대(춘천),자연,동물산업융합학과
강원,강원대(춘천),자연,동물응용과학과
강원,강원대(춘천),자연,동물자원과학과
강원,강원대(춘천),인문,문화인류학과
강원,강원대(춘천),자연,물리학과
강원,강원대(춘천),자연,바이오산업공학부
강원,강원대(춘천),예체,발레전공
강원,강원대(춘천),인문,부동산학과
강원,강원대(춘천),자연,분자생명과학과
강원,강원대(춘천),인문,사회학과
강원,강원대(춘천),자연,산림과학부
강원,강원대(춘천),자연,산림응용공학부
강원,강원대(춘천),자연,생명건강공학과
강원,강원대(춘천),자연,생명과학과
강원,강원대(춘천),자연,생물의소재공학과
강원,강원대(춘천),자연,생물자원과학부
강원,강원대(춘천),자연,생태조경디자인학과
강원,강원대(춘천),자연,수의예과
강원,강원대(춘천),자연,수학과
강원,강원대(춘천),자연,수학교육과
강원,강원대(춘천),인문,신문방송학과
강원,강원대(춘천),자연,에너지자원산업공학부
강원,강원대(춘천),인문,역사교육과
강원,강원대(춘천),인문,영상문화학과
강원,강원대(춘천),인문,영어교육과
강원,강원대(춘천),자연,원예농업자원경제학부
강원,강원대(춘천),인문,윤리교육과
강원,강원대(춘천),자연,의생명융합학부
강원,강원대(춘천),인문,인문학부
강원,강원대(춘천),인문,일반사회교육과
강원,강원대(춘천),인문,자유전공학부(인문)
강원,강원대(춘천),자연,자유전공학부(자연)
강원,강원대(춘천),자연,전기전자공학과
강원,강원대(춘천),자연,전자공학과
강원,강원대(춘천),인문,정치외교학과
강원,강원대(춘천),인문,지리교육과
강원,강원대(춘천),자연,지역건설공학과
강원,강원대(춘천),자연,지질지구물리학부
강원,강원대(춘천),자연,컴퓨터공학과
강원,강원대(춘천),인문,한문교육과
강원,강원대(춘천),인문,행정심리학부
강원,강원대(춘천),예체,현대무용전공
강원,강원대(춘천),자연,화학생물공학부
강원,강원대(춘천),자연,화학생화학부
강원,강원대(춘천),자연,환경융합학부
충북,건국대(글로컬),자연,ICT융합공학부
충북,건국대(글로컬),자연,간호복지학부(간호학과)
충북,건국대(글로컬),인문,간호복지학부(사회복지학과)
충북,건국대(글로컬),인문,공공인재학부(경찰학과)
충북,건국대(글로컬),인문,공공인재학부(문헌정보학과)
충북,건국대(글로컬),인문,공공인재학부(유아교육과)
충북,건국대(글로컬),인문,국제비즈니스학부
충북,건국대(글로컬),예체,디자인학부
충북,건국대(글로컬),인문,문화콘텐츠학부
충북,건국대(글로컬),예체,미디어학부
충북,건국대(글로컬),자연,바이오융합과학부
충북,건국대(글로컬),예체,스포츠헬스과학부(골프산업전공)
충북,건국대(글로컬),예체,스포츠헬스과학부(스포츠건강학전공)
충북,건국대(글로컬),예체,조형예술학과
충북,건국대(글로컬),자연,친환경과학부
서울,건국대(서울),자연,건축학부
서울,건국대(서울),인문,경영학과
서울,건국대(서울),인문,경제학과
서울,건국대(서울),인문,교육공학과
서울,건국대(서울),인문,국어국문학과
서울,건국대(서울),인문,국제무역과
서울,건국대(서울),인문,국제무역학과
서울,건국대(서울),인문,글로벌비즈니스학과
서울,건국대(서울),자연,기계항공공학부
서울,건국대(서울),인문,기술경영학과
서울,건국대(서울),자연,동물자원과학과
서울,건국대(서울),예체,리빙디자인학과
서울,건국대(서울),인문,무역
서울,건국대(서울),인문,문화콘텐츠학과
서울,건국대(서울),자연,물리학과
서울,건국대(서울),인문,미디어커뮤니케이션학과
서울,건국대(서울),자연,미래에너지공학과
서울,건국대(서울),인문,부동산학과
서울,건국대(서울),인문,사학과
서울,건국대(서울),자연,사회환경공학부
서울,건국대(서울),자연,산림조경학과
서울,건국대(서울),자연,산업공학과
서울,건국대(서울),자연,생명과학특성학과
서울,건국대(서울),자연,생물공학과
서울,건국대(서울),자연,수의예과
서울,건국대(서울),자연,수학과
서울,건국대(서울),자연,수학교육과
서울,건국대(서울),자연,스마트ICT융합공학과
서울,건국대(서울),자연,스마트운행체공학과
서울,건국대(서울),자연,시스템생명공학과
서울,건국대(서울),자연,식량자원과학과
서울,건국대(서울),자연,식품유통공학과
서울,건국대(서울),예체,영상영화학과(연기)
서울,건국대(서울),인문,영어교육과
서울,건국대(서울),인문,영어영문학과
서울,건국대(서울),자연,융합생명공학과
서울,건국대(서울),인문,융합인재학과
서울,건국대(서울),인문,응용통계학과
서울,건국대(서울),자연,의생명공학과
서울,건국대(서울),인문,일어교육과
서울,건국대(서울),자연,전기전자공학부
서울,건국대(서울),인문,정치외교학과
서울,건국대(서울),자연,줄기세포재생공학과
서울,건국대(서울),인문,중어중문학과
서울,건국대(서울),인문,지리학과
서울,건국대(서울),인문,철학과
서울,건국대(서울),예체,체육교육과
서울,건국대(서울),자연,축산식품생명공학과
서울,건국대(서울),자연,컴퓨터공학부
서울,건국대(서울),인문,행정
서울,건국대(서울),인문,행정학과
서울,건국대(서울),예체,현대미술학과
서울,건국대(서울),자연,화장품공학과
서울,건국대(서울),인문,화장품공학과
서울,건국대(서울),자연,화학공학부
서울,건국대(서울),자연,화학과
서울,건국대(서울),자연,환경보건과학과
충남,건양대(논산),인문,국방경찰행정학부
충남,건양대(논산),인문,군사학과(남)
충남,건양대(논산),인문,군사학과(여)
충남,건양대(논산),인문,글로벌경영학과
충남,건양대(논산),자연,글로벌의료뷰티학과
충남,건양대(논산),인문,글로벌프론티어학과
충남,건양대(논산),인문,글로벌호텔관광학과
충남,건양대(논산),인문,금융학과
충남,건양대(논산),자연,기업소프트웨어학부
충남,건양대(논산),인문,디지털콘텐츠전공
충남,건양대(논산),인문,마케팅비즈니스학과
충남,건양대(논산),자연,사이버보안공학과
충남,건양대(논산),인문,사회복지학과
충남,건양대(논산),인문,세무학과
충남,건양대(논산),자연,스포츠의학과
충남,건양대(논산),인문,시각디자인전공
충남,건양대(논산),인문,심리상담치료학과
충남,건양대(논산),인문,아동보육학과
충남,건양대(논산),자연,융합IT학과
충남,건양대(논산),자연,융합기계공학과
충남,건양대(논산),자연,의약바이오학과
충남,건양대(논산),자연,임상의약학과
충남,건양대(논산),자연,재난안전소방학과
충남,건양대(논산),예체,재활퍼스널트레이닝학과
충남,건양대(논산),인문,초등특수교육과
대전,건양대(대전),자연,간호학과
대전,건양대(대전),자연,물리치료학과
대전,건양대(대전),자연,방사선학과
대전,건양대(대전),자연,안경광학과
대전,건양대(대전),자연,응급구조학과
대전,건양대(대전),자연,의공학부
대전,건양대(대전),자연,의료IT공학과
대전,건양대(대전),자연,의료공간디자인학과
대전,건양대(대전),자연,의학과
대전,건양대(대전),자연,임상병리학과
대전,건양대(대전),자연,작업치료학과
대전,건양대(대전),자연,제약생명공학과
대전,건양대(대전),자연,치위생학과
서울,경기대(서울),인문,관광개발학과
서울,경기대(서울),인문,관광경영학과
서울,경기대(서울),인문,관광이벤트학과
서울,경기대(서울),예체,미디어영상학과
서울,경기대(서울),예체,실용음악학과(보컬)
서울,경기대(서울),예체,실용음악학과(작곡)
서울,경기대(서울),예체,애니메이션영상학과
서울,경기대(서울),예체,연기학과
서울,경기대(서울),인문,외식조리학과
서울,경기대(서울),인문,호텔경영학과
경기,경기대(수원),자연,건축공학과
경기,경기대(수원),자연,건축학과(5년)
경기,경기대(수원),인문,경영학과
경기,경기대(수원),인문,경제학부
경기,경기대(수원),인문,경찰행정학과
경기,경기대(수원),인문,국어국문학과
경기,경기대(수원),인문,국제관계학과
경기,경기대(수원),인문,국제산업정보학과
경기,경기대(수원),인문,글로벌어문학부
경기,경기대(수원),자연,기계시스템공학과
경기,경기대(수원),자연,도시교통공학과
경기,경기대(수원),예체,디자인비즈학부
경기,경기대(수원),인문,무역학과
경기,경기대(수원),인문,문예창작학과
경기,경기대(수원),인문,문헌정보학과
경기,경기대(수원),자연,바이오융합학부
경기,경기대(수원),인문,법학과
경기,경기대(수원),인문,사학과
경기,경기대(수원),자연,산업경영공학과
경기,경기대(수원),예체,서양화미술경영학과
경기,경기대(수원),자연,수학과
경기,경기대(수원),예체,스포츠과학부
경기,경기대(수원),예체,시큐리티매니지먼트학과
경기,경기대(수원),자연,신소재공학과
경기,경기대(수원),인문,영어영문학과
경기,경기대(수원),인문,유아교육과
경기,경기대(수원),예체,입체조형학과
경기,경기대(수원),자연,전자공학과
경기,경기대(수원),자연,전자물리학과
경기,경기대(수원),인문,중어중문학과
경기,경기대(수원),인문,지식재산학과
경기,경기대(수원),예체,체육학과
경기,경기대(수원),자연,컴퓨터공학부
경기,경기대(수원),자연,토목공학과
경기,경기대(수원),예체,한국화서예학과
경기,경기대(수원),인문,행정학과
경기,경기대(수원),자연,화학공학과
경기,경기대(수원),자연,화학과
경기,경기대(수원),자연,환경에너지공학과
경기,경기대(수원),인문,회계세무경영정보학부
경기,경기대(수원),인문,휴먼서비스학부
경남,경남과학기술대,자연,건축학과(5년)
경남,경남과학기술대,자연,기계공학부
경남,경남과학기술대,자연,동물생명과학과
경남,경남과학기술대,자연,메카트로닉스전기공학부
경남,경남과학기술대,자연,식품과학부(식품생명공학전공)
경남,경남과학기술대,인문,융합학부(스포츠매니지먼트전공)
경남,경남과학기술대,자연,자동차공학과
경남,경남과학기술대,자연,전자공학과
경남,경남과학기술대,인문,컴퓨터공학부(데이터사이언스전공)
경남,경남대,인문,경영학부
경남,경남대,인문,관광학부
경남,경남대,인문,국제무역물류학과
경남,경남대,인문,군사학과(남)
경남,경남대,자연,기계공학부
경남,경남대,인문,미디어커뮤니케이션학과
경남,경남대,자연,바이오융합학부
경남,경남대,예체,산업디자인학과
경남,경남대,자연,소방방재공학과
경남,경남대,예체,스포츠과학과
경남,경남대,자연,식품영양학과
경남,경남대,인문,심리학과
경남,경남대,예체,음악교육과
경남,경남대,자연,의류산업학과
경남,경남대,인문,일어교육과
경남,경남대,자연,정보통신공학과
경남,경남대,자연,조선해양시스템공학과
경남,경남대,예체,체육교육과
경남,경남대,자연,컴퓨터공학전공
경남,경남대,인문,행정학과
경남,경남대,자연,환경에너지공학과
강원,경동대(고성),인문,관광경영학과
강원,경동대(고성),인문,국제경영학과
강원,경동대(고성),인문,레저&리조트학과
강원,경동대(고성),인문,한국학과
강원,경동대(고성),인문,항공경영학과
강원,경동대(고성),자연,해양심층수학과
강원,경동대(고성),인문,호텔경영학과
경기,경동대(양주),자연,건축공학과
경기,경동대(양주),자연,건축디자인학과
경기,경동대(양주),인문,경영학과
경기,경동대(양주),인문,경찰학과
경기,경동대(양주),예체,디자인학과
경기,경동대(양주),자연,소프트웨어학과
경기,경동대(양주),인문,스포츠마케팅학과
경기,경동대(양주),인문,외식사업학과
경기,경동대(양주),인문,유아교육과
경기,경동대(양주),예체,체육학과
경기,경동대(양주),자연,컴퓨터공학과
경기,경동대(양주),자연,토목공학과
경기,경동대(양주),인문,행정학과
경기,경동대(양주),자연,호텔조리학과
강원,경동대(원주문막),자연,간호학과
강원,경동대(원주문막),자연,물리치료학과
강원,경동대(원주문막),인문,보건관리학과
강원,경동대(원주문막),인문,사회복지학과
강원,경동대(원주문막),자연,안경광학과
강원,경동대(원주문막),인문,웰니스경영학과
강원,경동대(원주문막),자연,응급구조학과
강원,경동대(원주문막),자연,임상병리학과
강원,경동대(원주문막),자연,작업치료학과
강원,경동대(원주문막),자연,치기공학과
강원,경동대(원주문막),자연,치위생학과
대구,경북대(대구),자연,간호학과
대구,경북대(대구),자연,건축학부(건축공학전공)
대구,경북대(대구),자연,건축학부(건축학전공)
대구,경북대(대구),인문,경영학부
대구,경북대(대구),인문,경제통상학부
대구,경북대(대구),자연,고분자공학과
대구,경북대(대구),인문,교육학과
대구,경북대(대구),인문,국어국문학과
대구,경북대(대구),자연,기계공학부
대구,경북대(대구),인문,노어노문학과
대구,경북대(대구),인문,농업경제학과
대구,경북대(대구),인문,독어독문학과
대구,경북대(대구),자연,물리학과
대구,경북대(대구),자연,바이오섬유소재학과
대구,경북대(대구),인문,사학과
대구,경북대(대구),인문,사회복지학부
대구,경북대(대구),자연,산림과학조경학부
대구,경북대(대구),자연,생명과학부(생명공학전공)
대구,경북대(대구),자연,생명과학부(생물학전공)
대구,경북대(대구),자연,수의예과
대구,경북대(대구),자연,수학과
대구,경북대(대구),자연,식품공학부
대구,경북대(대구),자연,식품영양학과
대구,경북대(대구),자연,신소재공학부
대구,경북대(대구),인문,심리학과
대구,경북대(대구),인문,아동학부
대구,경북대(대구),자연,에너지공학부
대구,경북대(대구),인문,유럽어교육학부(불어교육전공)
대구,경북대(대구),자연,응용생명과학부
대구,경북대(대구),자연,응용화학공학부
대구,경북대(대구),자연,의류학과
대구,경북대(대구),자연,의예과
대구,경북대(대구),인문,일어일문학과
대구,경북대(대구),인문,자율전공부(인문사회자율전공)
대구,경북대(대구),자연,전기공학과
대구,경북대(대구),자연,전자공학부
대구,경북대(대구),자연,전자공학부(모바일공학전공)
대구,경북대(대구),자연,지구시스템과학부
대구,경북대(대구),인문,지리교육과
대구,경북대(대구),인문,지리학과
대구,경북대(대구),인문,철학과
대구,경북대(대구),자연,치의예과
대구,경북대(대구),자연,컴퓨터학부
대구,경북대(대구),자연,토목공학과
대구,경북대(대구),자연,화학교육과
대구,경북대(대구),자연,환경공학과
경북,경북대(상주),자연,건설방재공학부
경북,경북대(상주),자연,나노소재공학부
경북,경북대(상주),자연,말특수동물학과
경북,경북대(상주),자연,생태환경관광학부(생물응용전공)
경북,경북대(상주),자연,생태환경시스템학부
경북,경북대(상주),예체,섬유패션디자인학부(패션디자인전공)
경북,경북대(상주),자연,식품외식산업학과
경북,경북대(상주),자연,융복합시스템공학부
경북,경북대(상주),자연,자동차공학부
경북,경북대(상주),자연,치위생학과
경남,경상대,자연,간호학과
경남,경상대,자연,건축도시토목공학부
경남,경상대,인문,교육학과
경남,경상대,자연,기계융합공학과
경남,경상대,자연,기계항공정보융합공학부
경남,경상대,자연,나노신소재공학부
경남,경상대,자연,농업식물과학과
경남,경상대,자연,농화학식품공학과
경남,경상대,인문,독어독문학과
경남,경상대,자연,물리학과
경남,경상대,자연,반도체공학과
경남,경상대,인문,사회학과
경남,경상대,자연,산업시스템공학부
경남,경상대,자연,수의예과
경남,경상대,인문,식품자원경제학과
경남,경상대,자연,애그로시스템공학부
경남,경상대,자연,에너지기계공학과
경남,경상대,예체,음악교육과
경남,경상대,자연,의류학과
경남,경상대,자연,의예과
경남,경상대,자연,전자공학과
경남,경상대,인문,정치외교학과
경남,경상대,자연,지질과학과
경남,경상대,자연,축산생명학과
경남,경상대,인문,한문학과
경남,경상대,자연,해양식품생명의학과
경남,경상대,자연,해양토목공학과
경남,경상대,자연,화학공학과
경남,경상대,자연,화학교육과
경남,경상대,인문,회계학과
부산,경성대,자연,간호학과
부산,경성대,자연,건설환경도시공학부
부산,경성대,인문,글로컬문화학부
부산,경성대,예체,디자인학부
부산,경성대,자연,물리치료학과
부산,경성대,예체,뮤지컬전공
부산,경성대,인문,법학전공
부산,경성대,예체,사진학과
부산,경성대,인문,사회복지학과
부산,경성대,자연,소프트웨어학과
부산,경성대,예체,스포츠건강학과
부산,경성대,자연,실내건축디자인학전공
부산,경성대,인문,심리학과
부산,경성대,예체,연극전공
부산,경성대,예체,영상애니메이션학부
부산,경성대,인문,영어영문학과
부산,경성대,예체,영화전공
부산,경성대,인문,윤리교육과
부산,경성대,인문,인문문화학부
부산,경성대,자연,정보통신공학과
부산,경성대,인문,중국학과
부산,경성대,인문,호텔관광경영학전공
경북,경운대,자연,간호학과
경북,경운대,인문,군사학과
