지역,대학명,계열,학과명
충남,남서울대,인문,글로벌지역문화학과(중국지역전공)
충남,남서울대,인문,노인복지학과
충남,남서울대,자연,멀티미디어학과
충남,남서울대,자연,물리치료학과
충남,남서울대,인문,보건행정학과
충남,남서울대,인문,부동산학과
충남,남서울대,자연,뷰티보건학과
충남,남서울대,인문,사회복지학과
충남,남서울대,자연,산업경영공학과
충남,남서울대,인문,세무학과
충남,남서울대,예체,스포츠건강관리학과
충남,남서울대,예체,스포츠비즈니스학과
충남,남서울대,예체,시각정보디자인학과
충남,남서울대,예체,실용음악학과
충남,남서울대,인문,아동복지학과
충남,남서울대,예체,영상예술디자인학과
충남,남서울대,예체,유리세라믹디자인학과
충남,남서울대,자연,응급구조학과
충남,남서울대,자연,임상병리학과
충남,남서울대,자연,전자공학과
충남,남서울대,자연,정보통신공학과
충남,남서울대,자연,치위생학과
충남,남서울대,자연,컴퓨터소프트웨어학과
충남,남서울대,인문,호텔경영학과
경기,단국대(죽전),자연,건축공학전공
경기,단국대(죽전),자연,건축학전공
경기,단국대(죽전),인문,경영학과
경기,단국대(죽전),인문,경영학부
경기,단국대(죽전),인문,경제학과
경기,단국대(죽전),자연,고분자공학과
경기,단국대(죽전),자연,고분자공학전공
경기,단국대(죽전),자연,과학교육과
경기,단국대(죽전),예체,국악전공
경기,단국대(죽전),인문,국어국문학과
경기,단국대(죽전),인문,국제경영학전공
경기,단국대(죽전),자연,기계공학과
경기,단국대(죽전),예체,기악전공
경기,단국대(죽전),인문,도시계획부동산학부
경기,단국대(죽전),예체,도예과
경기,단국대(죽전),자연,모바일시스템공학과
경기,단국대(죽전),인문,무역학과
경기,단국대(죽전),예체,무용과(발레)
경기,단국대(죽전),예체,무용과(한국무용)
경기,단국대(죽전),예체,무용과(현대무용)
경기,단국대(죽전),예체,뮤지컬전공
경기,단국대(죽전),인문,법학과
경기,단국대(죽전),인문,사학과
경기,단국대(죽전),자연,산업보안학과
경기,단국대(죽전),인문,상담학과
경기,단국대(죽전),예체,성악전공
경기,단국대(죽전),자연,소프트웨어학과
경기,단국대(죽전),자연,수학교육과
경기,단국대(죽전),예체,연극전공
경기,단국대(죽전),예체,연극전공(연출스탭)
경기,단국대(죽전),인문,영미인문학과
경기,단국대(죽전),예체,영화전공
경기,단국대(죽전),예체,작곡전공
경기,단국대(죽전),자연,전자전기공학부
경기,단국대(죽전),자연,정보통계학과
경기,단국대(죽전),인문,정치외교학과
경기,단국대(죽전),인문,철학과
경기,단국대(죽전),예체,커뮤니케이션디자인전공
경기,단국대(죽전),인문,커뮤니케이션학부
경기,단국대(죽전),자연,컴퓨터공학과
경기,단국대(죽전),자연,토목환경공학과
경기,단국대(죽전),인문,특수교육과
경기,단국대(죽전),자연,파이버 시스템공학
경기,단국대(죽전),자연,파이버융합소재공학전공
경기,단국대(죽전),예체,패션산업디자인전공
경기,단국대(죽전),인문,한문교육과
경기,단국대(죽전),인문,행정학과
경기,단국대(죽전),자연,화학공학과
충남,단국대(천안),자연,간호학과
충남,단국대(천안),자연,경영공학과
충남,단국대(천안),인문,공공정책학과
충남,단국대(천안),인문,공공정책학과(야)
충남,단국대(천안),예체,국제스포츠학부(국제스포츠전공)
충남,단국대(천안),예체,국제스포츠학부(태권도전공)
충남,단국대(천안),예체,뉴뮤직과
충남,단국대(천안),인문,문예창작과
충남,단국대(천안),자연,물리치료학과
충남,단국대(천안),자연,물리학과
충남,단국대(천안),예체,미술학부(공예(금속섬유)전공)
충남,단국대(천안),예체,미술학부(동양화전공)
충남,단국대(천안),예체,미술학부(서양화전공)
충남,단국대(천안),예체,미술학부(조소전공)
충남,단국대(천안),인문,보건행정학과
충남,단국대(천안),인문,사회복지학과
충남,단국대(천안),자연,생명과학부(미생물학전공)
충남,단국대(천안),자연,생명과학부(생명과학전공)
충남,단국대(천안),자연,생명자원학부(동물자원학전공)
충남,단국대(천안),자연,생명자원학부(식량생명공학전공)
충남,단국대(천안),예체,생활체육학과
충남,단국대(천안),자연,수학과
충남,단국대(천안),자연,식품공학과
충남,단국대(천안),자연,식품영양학과
충남,단국대(천안),자연,신소재공학과
충남,단국대(천안),자연,심리치료학과
충남,단국대(천안),인문,아시아중동학부(몽골학전공)
충남,단국대(천안),인문,아시아중동학부(일본학전공)
충남,단국대(천안),인문,아시아중동학부(중국학전공)
충남,단국대(천안),인문,아시아중동학부(중동학전공)
충남,단국대(천안),자연,에너지공학과
충남,단국대(천안),인문,영어과
충남,단국대(천안),인문,유럽중남미학부(독일학전공)
충남,단국대(천안),인문,유럽중남미학부(러시아학전공)
충남,단국대(천안),인문,유럽중남미학부(스페인중남미학전공)
충남,단국대(천안),인문,유럽중남미학부(포르투갈브라질학전공)
충남,단국대(천안),인문,유럽중남미학부(프랑스학전공)
충남,단국대(천안),자연,의생명공학부
충남,단국대(천안),자연,의예과
충남,단국대(천안),자연,임상병리학과
충남,단국대(천안),자연,제약공학과
충남,단국대(천안),자연,치위생학과
충남,단국대(천안),자연,치의예과
충남,단국대(천안),인문,해병대군사학과
충남,단국대(천안),자연,화학과
충남,단국대(천안),자연,환경원예조경학부(녹지조경학전공)
충남,단국대(천안),자연,환경원예조경학부(환경원예학전공)
충남,단국대(천안),인문,환경자원경제학과
경북,대구가톨릭대,인문,가족상담복지학과
경북,대구가톨릭대,자연,간호학과
경북,대구가톨릭대,자연,건축공학과
경북,대구가톨릭대,인문,경영학부
경북,대구가톨릭대,인문,경찰행정학과
경북,대구가톨릭대,인문,국제의료경영학과
경북,대구가톨릭대,자연,기계자동차공학부
경북,대구가톨릭대,인문,도서관학과
경북,대구가톨릭대,자연,메카트로닉스공학전공
경북,대구가톨릭대,자연,모바일소프트웨어전공
경북,대구가톨릭대,자연,물리치료학과
경북,대구가톨릭대,자연,방사선학과
경북,대구가톨릭대,인문,법학과
경북,대구가톨릭대,인문,사회복지학과
경북,대구가톨릭대,인문,사회학과
경북,대구가톨릭대,인문,스페인어중남미학과
경북,대구가톨릭대,인문,심리학과
경북,대구가톨릭대,자연,안경광학과
경북,대구가톨릭대,자연,언어청각치료학과
경북,대구가톨릭대,인문,역사교육과
경북,대구가톨릭대,인문,영어학과
경북,대구가톨릭대,자연,의공학과
경북,대구가톨릭대,인문,일어일문학과
경북,대구가톨릭대,자연,전기에너지공학전공
경북,대구가톨릭대,인문,정치외교학과
경북,대구가톨릭대,자연,제약공학과
경북,대구가톨릭대,자연,조경학과
경북,대구가톨릭대,인문,중어중국학과
경북,대구가톨릭대,인문,지리교육과
경북,대구가톨릭대,인문,호텔경영학과
경북,대구가톨릭대,자연,환경과학과
대구,대구교대,인문,초등교육과
경북,대구대,자연,ICT융합학부(정보통신공학전공)
경북,대구대,자연,건축공학과
경북,대구대,인문,경제학과
경북,대구대,인문,경찰행정학과
경북,대구대,자연,과학교육학부(지구과학교육전공)
경북,대구대,자연,과학교육학부(화학교육전공)
경북,대구대,자연,기계공학부(기계설계공학전공)
경북,대구대,자연,도시조경학부(도시계획공학전공)
경북,대구대,자연,동물자원학과
경북,대구대,인문,무역학과
경북,대구대,인문,문헌정보학과
경북,대구대,인문,부동산지적학과
경북,대구대,인문,산업복지학과
경북,대구대,자연,생명공학과
경북,대구대,자연,생명과학과
경북,대구대,자연,생명환경학부(바이오산업학전공)
경북,대구대,자연,수리빅데이터학부(수학전공)
경북,대구대,예체,스포츠레저학과
경북,대구대,자연,신소재에너지공학과
경북,대구대,자연,언어치료학과
경북,대구대,인문,역사교육과
경북,대구대,인문,영어영문학과
경북,대구대,인문,유아특수교육과
경북,대구대,인문,일반사회교육과
경북,대구대,인문,일본어일본학과
경북,대구대,자연,작업치료학과
경북,대구대,자연,재활건강증진학과
경북,대구대,자연,전자전기공학부(전자제어공학전공)
경북,대구대,인문,중국어중국학과
경북,대구대,인문,지리교육과
경북,대구대,인문,지역사회개발복지학과
경북,대구대,예체,체육학과
경북,대구대,자연,컴퓨터정보공학부(컴퓨터소프트웨어전공)
경북,대구대,인문,특수교육과
경북,대구대,인문,한국어문학과
경북,대구대,인문,행정학과
경북,대구대,인문,호텔관광학과
경북,대구대,자연,화학공학과
경북,대구예술대,예체,경호보안전공
경북,대구예술대,예체,사진영상미디어전공
경북,대구예술대,예체,사회체육전공
경북,대구예술대,예체,아트&이노베이션전공
경북,대구예술대,예체,예술치료전공
경북,대구한의대,자연,IT의료데이터과학전공
경북,대구한의대,자연,간호학과
경북,대구한의대,인문,경찰행정학과
경북,대구한의대,자연,물리치료학과
경북,대구한의대,자연,미술치료학과(자연)
경북,대구한의대,자연,바이오산업융합학부
경북,대구한의대,인문,상담심리학과
경북,대구한의대,예체,실버스포츠학전공
경북,대구한의대,자연,의료공학전공
경북,대구한의대,자연,임상병리학과
경북,대구한의대,인문,청소년교육상담학과
경북,대구한의대,자연,한약개발학전공
경북,대구한의대,자연,한의예과(인문)
경북,대구한의대,자연,한의예과(자연)
경북,대구한의대,자연,향산업전공
경북,대구한의대,자연,화장품공학부
대전,대전대,자연,간호학과
대전,대전대,예체,건강운동관리학과
대전,대전대,자연,건설안전방재공학과
대전,대전대,자연,건축공학과
대전,대전대,자연,건축학과(5년)
대전,대전대,인문,경영학과
대전,대전대,인문,경제학전공
대전,대전대,인문,경찰학과
대전,대전대,자연,국가안전융합학부
대전,대전대,인문,국어국문창작학과
대전,대전대,인문,국제통상학과
대전,대전대,인문,군사학과(남)
대전,대전대,인문,군사학과(여)
대전,대전대,인문,글로벌문화콘텐츠학전공
대전,대전대,자연,물리치료학과
대전,대전대,예체,방송공연예술학과
대전,대전대,인문,법학과
대전,대전대,자연,뷰티건강관리학과
대전,대전대,인문,빅데이터사이언스전공
대전,대전대,인문,사회복지학과
대전,대전대,인문,산업광고심리학과
대전,대전대,자연,생명과학전공
대전,대전대,예체,생활체육학과
대전,대전대,자연,소방방재학과
대전,대전대,자연,식품영양학과
대전,대전대,자연,신소재공학과
대전,대전대,인문,아동교육상담학과
대전,대전대,인문,역사문화학전공
대전,대전대,인문,영미언어문화전공
대전,대전대,예체,영상애니메이션학과
대전,대전대,자연,응급구조학과(남)
대전,대전대,자연,응급구조학과(여)
대전,대전대,인문,의료경영학과
대전,대전대,인문,일본언어문화전공
대전,대전대,자연,임상병리학과
대전,대전대,자연,정보보안학과
대전,대전대,자연,정보통신전자공학과
대전,대전대,인문,중국언어문화전공
대전,대전대,인문,중등특수교육과
대전,대전대,예체,커뮤니케이션디자인학과
대전,대전대,자연,컴퓨터공학과
대전,대전대,자연,토목공학과
대전,대전대,인문,패션디자인비즈니스학과
대전,대전대,자연,한의예과(인문)
대전,대전대,자연,한의예과(자연)
대전,대전대,인문,행정학과
대전,대전대,자연,환경공학응용화학학부
대전,대전대,인문,회계학과
대전,대전신학대,인문,신학과
경기,대진대,자연,간호학과
경기,대진대,자연,건설시스템공학과
경기,대진대,인문,경영학과
경기,대진대,인문,공공인재법학과
경기,대진대,인문,공공인재법학과(야)
경기,대진대,인문,국제지역학부(미국학전공)
경기,대진대,인문,국제지역학부(일본학전공)
경기,대진대,인문,국제지역학부(중국학전공)
경기,대진대,인문,국제통상학과
경기,대진대,인문,글로벌경제학과
경기,대진대,예체,디자인학부(시각정보디자인전공)
경기,대진대,예체,디자인학부(제품환경디자인전공)
경기,대진대,인문,문예창작학과
경기,대진대,인문,문헌정보학과
경기,대진대,인문,미디어커뮤니케이션학과
경기,대진대,인문,사회복지학과
경기,대진대,자연,산업공학과
경기,대진대,자연,생명화학부(생명과학전공)
경기,대진대,자연,생명화학부(화학전공)
경기,대진대,자연,수학과
경기,대진대,예체,스포츠과학과
경기,대진대,자연,식품영양학과
경기,대진대,자연,신소재공학과
경기,대진대,인문,아동학과
경기,대진대,자연,에너지환경공학부(에너지화학공학전공)
경기,대진대,자연,에너지환경공학부(환경에너지공학전공)
경기,대진대,인문,역사문화콘텐츠학과
경기,대진대,예체,연극영화학부(연극전공)
경기,대진대,예체,연극영화학부(영화전공)
경기,대진대,인문,영어영문학과
경기,대진대,자연,전기전자공학부(전기공학전공)
경기,대진대,자연,전기전자공학부(전자공학전공)
경기,대진대,자연,컴퓨터응용기계공학과
경기,대진대,인문,한국어문학과
경기,대진대,인문,행정학과
경기,대진대,인문,행정학과(야)
경기,대진대,예체,현대조형학부(도시공간조형전공)
경기,대진대,예체,현대조형학부(현대한국화전공)
경기,대진대,예체,현대조형학부(회화전공)
경기,대진대,자연,휴먼IT융합학부(의료IT융합전공)
경기,대진대,자연,휴먼IT융합학부(컴퓨터공학전공)
경기,대진대,자연,휴먼IT융합학부(휴먼로봇융합전공)
경기,대진대,자연,휴먼건축공학부
서울,덕성여대,예체,Art&Design대학
서울,덕성여대,자연,과학기술대학
서울,덕성여대,인문,글로벌융합대학
서울,덕성여대,인문,유아교육과
경북,동국대(경주),자연,간호학과
경북,동국대(경주),인문,경영학전공
경북,동국대(경주),인문,고고미술사학전공
경북,동국대(경주),인문,국사학전공
경북,동국대(경주),인문,국어국문학전공
경북,동국대(경주),인문,글로벌경제통상학부
경북,동국대(경주),자연,기계시스템공학전공
경북,동국대(경주),인문,명상심리상담학과
경북,동국대(경주),예체,미술학과
경북,동국대(경주),자연,바이오제약공학전공
경북,동국대(경주),인문,불교아동보육학과
경북,동국대(경주),인문,불교학부
경북,동국대(경주),자연,빅데이터응용통계학전공
경북,동국대(경주),인문,사회복지학과
경북,동국대(경주),자연,수학교육과
경북,동국대(경주),예체,스포츠과학과
경북,동국대(경주),자연,신소재화학전공
경북,동국대(경주),자연,안전공학전공
경북,동국대(경주),자연,에너지전기공학전공
경북,동국대(경주),인문,영어영문학전공
경북,동국대(경주),인문,유아교육과
경북,동국대(경주),자연,의생명공학전공
경북,동국대(경주),자연,의예과
경북,동국대(경주),인문,일어일문학전공
경북,동국대(경주),인문,자유전공학부
경북,동국대(경주),자연,전자정보통신공학전공
경북,동국대(경주),인문,정보경영학전공
경북,동국대(경주),자연,조경학과
경북,동국대(경주),인문,중어중문학전공
경북,동국대(경주),자연,컴퓨터공학전공
경북,동국대(경주),자연,한의예과
경북,동국대(경주),인문,행정경찰공공학부
경북,동국대(경주),인문,호텔관광외식경영학부
경북,동국대(경주),인문,회계학전공
서울,동국대(서울),자연,가정교육과
서울,동국대(서울),자연,간호학과
서울,동국대(서울),자연,건설환경공학과
서울,동국대(서울),자연,건축공학부
서울,동국대(서울),인문,경영정보학과
서울,동국대(서울),인문,경영학과
서울,동국대(서울),인문,경제학과
서울,동국대(서울),인문,경찰행정학부
서울,동국대(서울),인문,경찰행정학부(인문)
서울,동국대(서울),인문,경찰행정학부(자연)
서울,동국대(서울),인문,광고홍보학과
서울,동국대(서울),인문,교육학과
서울,동국대(서울),인문,국어교육과
서울,동국대(서울),인문,국어국문문예창작학부
서울,동국대(서울),인문,국제통상
서울,동국대(서울),인문,국제통상학과
서울,동국대(서울),자연,기계로봇에너지공학과
서울,동국대(서울),자연,멀티미디어공학과
서울,동국대(서울),자연,물리반도체과학부
서울,동국대(서울),자연,바이오환경과학과
서울,동국대(서울),인문,법학과
서울,동국대(서울),인문,불교학부
서울,동국대(서울),인문,사학과
서울,동국대(서울),인문,사회복지학과
서울,동국대(서울),인문,사회언론정보학부(미디어커뮤니케이션학전공)
서울,동국대(서울),인문,사회언론정보학부(사회학전공)
서울,동국대(서울),자연,산업시스템공학과
서울,동국대(서울),자연,생명과학과
서울,동국대(서울),예체,서양화전공
서울,동국대(서울),자연,수학과
서울,동국대(서울),자연,수학교육과
서울,동국대(서울),예체,스포츠문화학과
서울,동국대(서울),인문,식품산업관리학과
서울,동국대(서울),자연,식품생명공학과
서울,동국대(서울),인문,역사교육과
서울,동국대(서울),예체,연극학부
서울,동국대(서울),인문,영어영문학부
서울,동국대(서울),예체,영화영상학과
서울,동국대(서울),자연,융합에너지신소재공학과
서울,동국대(서울),자연,의생명공학과
서울,동국대(서울),인문,일본학과
서울,동국대(서울),자연,전자전기공학부
서울,동국대(서울),자연,정보통신공학
서울,동국대(서울),인문,정치외교학과
서울,동국대(서울),인문,정치행정학부 정치외교학 전공
서울,동국대(서울),인문,정치행정학부(북한학전공)
서울,동국대(서울),인문,정치행정학부(정치외교학전공)
서울,동국대(서울),인문,정치행정학부(행정학전공)
서울,동국대(서울),인문,중어중문학과
서울,동국대(서울),인문,지리교육과
서울,동국대(서울),인문,철학과
서울,동국대(서울),예체,체육교육과
서울,동국대(서울),자연,컴퓨터공학과
서울,동국대(서울),자연,컴퓨터정보통신공학부(정보통신공학전공)
서울,동국대(서울),자연,컴퓨터정보통신공학부(컴퓨터공학전공)
서울,동국대(서울),자연,통계학과
서울,동국대(서울),예체,한국화전공
서울,동국대(서울),자연,화공생물공학과
서울,동국대(서울),자연,화학과
서울,동국대(서울),인문,회계학과
서울,동덕여대,인문,경영학과
서울,동덕여대,인문,경제학과
서울,동덕여대,예체,관현악과
서울,동덕여대,인문,국사학과
서울,동덕여대,인문,국어국문학과
서울,동덕여대,인문,국제경영학과
서울,동덕여대,인문,독일어과
서울,동덕여대,예체,디지털공예과
서울,동덕여대,예체,모델과
서울,동덕여대,예체,무용과
서울,동덕여대,인문,문예창작과
서울,동덕여대,인문,문헌정보학과
서울,동덕여대,예체,미디어디자인학과
서울,동덕여대,예체,방송연예과
서울,동덕여대,예체,방송연예과(야)
서울,동덕여대,자연,보건관리학과
서울,동덕여대,인문,사회복지학과
서울,동덕여대,예체,성악과
서울,동덕여대,예체,시각&실내디자인학과
서울,동덕여대,자연,식품영양학과
서울,동덕여대,예체,실용음악과
서울,동덕여대,예체,실용음악과(보컬)
서울,동덕여대,인문,아동학과
서울,동덕여대,인문,영어과
서울,동덕여대,자연,응용화학전공
서울,동덕여대,인문,일본어과
서울,동덕여대,자연,정보통계학과
서울,동덕여대,인문,중어중국학과
서울,동덕여대,예체,체육학과
서울,동덕여대,자연,컴퓨터학과
서울,동덕여대,예체,큐레이터학과
서울,동덕여대,예체,패션디자인학과
서울,동덕여대,예체,패션디자인학과(야)
서울,동덕여대,인문,프랑스어과
서울,동덕여대,예체,피아노과
서울,동덕여대,인문,화장품공학과
서울,동덕여대,자연,화장품학전공
서울,동덕여대,예체,회화과
부산,동명대,자연,간호학과
부산,동명대,자연,건축공학과
부산,동명대,자연,게임공학과
부산,동명대,인문,광고홍보학과
부산,동명대,인문,국제통상학과
부산,동명대,인문,군사학과
부산,동명대,인문,글로벌문화콘텐츠학과
부산,동명대,인문,금융회계학과
부산,동명대,인문,미디어커뮤니케이션학과
부산,동명대,예체,산업디자인학과
부산,동명대,인문,상담심리학과
부산,동명대,자연,실내건축학과
부산,동명대,인문,유아교육과
부산,동명대,자연,자동차공학과
부산,동명대,자연,정보통신소프트웨어공학과
부산,동명대,자연,조선해양공학부
부산,동명대,자연,컴퓨터공학과
부산,동명대,인문,호텔경영학과
부산,동서대,자연,간호학과
부산,동서대,자연,건축공학과
부산,동서대,자연,게임학과
부산,동서대,자연,방사선학과
부산,동서대,인문,방송영상학과
부산,동서대,자연,소프트웨어학과
부산,동서대,인문,일본어학과
부산,동서대,예체,체육학과
전남,동신대,자연,간호학과
전남,동신대,인문,군사학과
전남,동신대,자연,물리치료학과
전남,동신대,자연,방사선학과
전남,동신대,인문,사회복지학과
전남,동신대,예체,생활체육학과
전남,동신대,인문,소방행정학과
전남,동신대,자연,식품영양학과
전남,동신대,자연,안경광학과
전남,동신대,자연,에너지시스템경영공학전공
전남,동신대,자연,운동처방학과
전남,동신대,인문,유아교육학과
전남,동신대,자연,제약공학과
전남,동신대,자연,조경학과
전남,동신대,자연,한약재산업학과
전남,동신대,자연,한의예과
부산,동아대,자연,간호학과
부산,동아대,자연,건강관리학과
부산,동아대,인문,경영정보학과
부산,동아대,인문,경제학과
부산,동아대,인문,고고미술사학과
부산,동아대,인문,교육학과
부산,동아대,자연,도시계획공학과
부산,동아대,인문,미디어커뮤니케이션학과
부산,동아대,인문,사학과
부산,동아대,자연,생명과학과
부산,동아대,자연,생명자원산업학과
부산,동아대,자연,식품생명공학과
부산,동아대,자연,식품영양학과
부산,동아대,인문,아동학과
부산,동아대,인문,영어영문학과
부산,동아대,예체,음악학과(실용음악전공)
부산,동아대,자연,의약생명공학과
부산,동아대,인문,정치사회학부(사회학전공)
부산,동아대,인문,정치사회학부(정치외교학전공)
부산,동아대,자연,조경학과
부산,동아대,자연,조선해양플랜트공학과
부산,동아대,예체,체육학과
부산,동아대,예체,태권도학과
부산,동아대,자연,토목공학과
부산,동아대,자연,패션디자인학과
부산,동아대,자연,화학공학과
경기,동양대(동두천),자연,게임학부
경기,동양대(동두천),인문,공공인재학부
경기,동양대(동두천),예체,공연영상학부
경기,동양대(동두천),예체,디자인학부
경기,동양대(동두천),자연,안전공학부
경북,동양대(영주),자연,간호학과
경북,동양대(영주),자연,건축소방안전학과
경북,동양대(영주),인문,경찰범죄심리학과
경북,동양대(영주),인문,글로벌비즈니스학과
경북,동양대(영주),인문,보건의료행정학과
경북,동양대(영주),인문,사회복지학과
경북,동양대(영주),예체,생활체육학과
경북,동양대(영주),인문,유아교육과
경북,동양대(영주),자연,철도건설안전공학과
경북,동양대(영주),인문,철도경영학과
경북,동양대(영주),자연,철도기계시스템학과
경북,동양대(영주),자연,철도운전제어학과
경북,동양대(영주),자연,철도전기융합학과
경북,동양대(영주),자연,컴퓨터소프트웨어학과
경북,동양대(영주),자연,컴퓨터정보통신군사학과
경북,동양대(영주),자연,항공IT학과
경북,동양대(영주),인문,항공서비스학과
부산,동의대,자연,간호학과
부산,동의대,인문,경제금융보험재무부동산학부
부산,동의대,자연,기계자동차로봇부품공학부
부산,동의대,자연,디자인공학부
부산,동의대,예체,레저스포츠태권도학부(레저스포츠학전공)
부산,동의대,예체,레저스포츠태권도학부(태권도학전공)
부산,동의대,인문,문헌정보학과
부산,동의대,자연,물리치료학과
부산,동의대,인문,미디어광고학부
부산,동의대,자연,바이오응용공학부
부산,동의대,자연,방사선학과
부산,동의대,인문,법경찰행정학부
부산,동의대,자연,산업융합시스템공학부
부산,동의대,인문,소방방재행정학과
부산,동의대,자연,신소재공학부
부산,동의대,인문,영어학과
부산,동의대,자연,임상병리학과
부산,동의대,자연,전기전자통신공학부
부산,동의대,자연,창의소프트웨어공학부
부산,동의대,예체,체육학과
부산,동의대,자연,치위생학과
부산,동의대,인문,한국어문학과
부산,동의대,자연,한의예과
부산,동의대,인문,호텔관광경영학부
경기,루터대,인문,디아코니아학부
경기,루터대,인문,디아코니아학부(사회복지학전공)
경기,루터대,인문,디아코니아학부(상담심리학전공)
경기,루터대,인문,디아코니아학부(신학전공)
경기,루터대,인문,디아코니아학부(언어치료학전공)
서울,명지대(서울),인문,경영정보학과
서울,명지대(서울),인문,경영학과
서울,명지대(서울),인문,경제학과
서울,명지대(서울),인문,국제통상학과
서울,명지대(서울),인문,디지털미디어학과
서울,명지대(서울),자연,디지털콘텐츠디자인학과
서울,명지대(서울),인문,문예창작학과
서울,명지대(서울),인문,법학과
서울,명지대(서울),인문,아동학과
서울,명지대(서울),인문,어문학부(국어국문학과)
서울,명지대(서울),인문,어문학부(영어영문학과)
서울,명지대(서울),인문,어문학부(일어일문학과)
서울,명지대(서울),인문,어문학부(중어중문학과)
서울,명지대(서울),자연,융합소프트웨어학부
서울,명지대(서울),인문,융합전공학부(인문)
서울,명지대(서울),인문,인문학부(문헌정보학과)
서울,명지대(서울),인문,인문학부(미술사학과)
서울,명지대(서울),인문,인문학부(사학과)
서울,명지대(서울),인문,인문학부(철학과)
서울,명지대(서울),인문,전공자유학부(인문)
서울,명지대(서울),인문,정치외교학과
서울,명지대(서울),인문,중동학부(아랍지역학과)
서울,명지대(서울),인문,청소년지도학과
서울,명지대(서울),인문,행정학과
경기,명지대(용인),자연,건축학부(건축학전공)(5년)
경기,명지대(용인),예체,건축학부(공간디자인전공(5년))
경기,명지대(용인),자연,건축학부(전통건축전공)(5년)
경기,명지대(용인),자연,기계산업경영공학부(기계공학과)
경기,명지대(용인),자연,기계산업경영공학부(산업경영공학과)
경기,명지대(용인),예체,디자인학부(산업디자인전공(야))
경기,명지대(용인),예체,디자인학부(시각디자인전공(야))
경기,명지대(용인),예체,디자인학부(영상디자인전공(기초)(야))
경기,명지대(용인),예체,디자인학부(영상디자인전공(상황)(야))
경기,명지대(용인),예체,디자인학부(패션디자인전공(야))
경기,명지대(용인),자연,물리학과
경기,명지대(용인),예체,바둑학과
경기,명지대(용인),자연,생명과학정보학과
경기,명지대(용인),자연,수학과
경기,명지대(용인),예체,스포츠학부(스포츠지도학전공/골프)(야)
경기,명지대(용인),예체,스포츠학부(스포츠지도학전공/농구/남/가드)(야)
경기,명지대(용인),예체,스포츠학부(스포츠지도학전공/농구/남/포워드)(야)
경기,명지대(용인),예체,스포츠학부(스포츠지도학전공/배구/남/세터)(야)
경기,명지대(용인),예체,스포츠학부(스포츠지도학전공/축구/남/DF)(야)
경기,명지대(용인),예체,스포츠학부(스포츠지도학전공/축구/남/FW)(야)
경기,명지대(용인),예체,스포츠학부(스포츠지도학전공/축구/남/GK)(야)
경기,명지대(용인),예체,스포츠학부(스포츠지도학전공/축구/남/MF)(야)
경기,명지대(용인),예체,스포츠학부(체육학/스포츠산업학전공)
경기,명지대(용인),자연,식품영양학과
경기,명지대(용인),예체,예술학부(뮤지컬공연전공/댄스)
경기,명지대(용인),예체,예술학부(뮤지컬공연전공/보컬)
경기,명지대(용인),예체,예술학부(뮤지컬공연전공/보컬/댄스/연출)
경기,명지대(용인),예체,예술학부(성악전공)
경기,명지대(용인),예체,예술학부(작곡전공)
경기,명지대(용인),예체,예술학부(피아노전공)
경기,명지대(용인),자연,융합공학부
경기,명지대(용인),자연,전공자유학부
경기,명지대(용인),자연,전공자유학부(자연)
경기,명지대(용인),자연,전기전자공학부(전기공학과)
경기,명지대(용인),자연,전기전자공학부(전자공학과)
경기,명지대(용인),자연,정보통신공학과
경기,명지대(용인),자연,컴퓨터공학과
경기,명지대(용인),자연,토목교통공학부(교통공학과)
경기,명지대(용인),자연,토목교통공학부(토목환경공학과)
경기,명지대(용인),자연,화공신소재환경공학부(신소재공학과)
경기,명지대(용인),자연,화공신소재환경공학부(화학공학과)
경기,명지대(용인),자연,화공신소재환경공학부(환경에너지공학과)
경기,명지대(용인),자연,화학과
대전,목원대,예체,TV영화학부
대전,목원대,자연,건축학부
대전,목원대,인문,경영학과
대전,목원대,인문,경제학과
대전,목원대,인문,경찰법학과
대전,목원대,인문,광고홍보언론학과
대전,목원대,인문,국제문화학과
대전,목원대,인문,금융보험부동산학과
대전,목원대,자연,도시환경화학공학과
대전,목원대,인문,마케팅정보컨설팅학과
대전,목원대,예체,만화애니메이션과
대전,목원대,인문,무역학과
대전,목원대,자연,미생물나노소재학과
대전,목원대,예체,미술교육과
대전,목원대,인문,사회복지학과
대전,목원대,예체,산업디자인학과
대전,목원대,자연,생의약화장품학부
대전,목원대,인문,서비스경영학부
대전,목원대,예체,성악뮤지컬학과(뮤지컬)
대전,목원대,자연,소방안전관리학과
대전,목원대,자연,수학교육과
대전,목원대,예체,스포츠건강관리학과
대전,목원대,예체,시각디자인학과
대전,목원대,인문,신학과
대전,목원대,예체,실용음악전공
대전,목원대,인문,역사학과
대전,목원대,인문,영어영문학과
대전,목원대,인문,유아교육과
대전,목원대,자연,융합컴퓨터미디어학부
대전,목원대,예체,음악교육과
대전,목원대,자연,의생명보건학부
대전,목원대,자연,전자공학과
대전,목원대,자연,정보통신융합공학부
대전,목원대,인문,중국학과
대전,목원대,자연,지능로봇공학과
대전,목원대,자연,지식재산학과
대전,목원대,인문,행정학과
전남,목포가톨릭대,자연,간호학과
전남,목포대,자연,간호학과
전남,목포대,인문,고고문화인류학과
전남,목포대,인문,관광경영학과
전남,목포대,인문,도시및지역개발학과
전남,목포대,예체,미술학과
